,Crime Type,Year,Latitude (Arlington),Longitude (Arlington)
40387,WEAPONS CARRYING CONCEALED,2016,38.84689882,-77.07072574
40388,DEATHS AND BODIES FOUND OTHER,2016,38.86050636,-77.05001149
40389,FAMILY DISTURBANCE (DOMESTICS),2016,38.85961752,-77.07206971
40390,PARKING VIOLATION,2016,38.89314178,-77.07575868
40391,PARKING VIOLATION,2016,38.89320877,-77.07542749
40392,OBSTRUCTING COURT ORDER,2016,38.89728842,-77.11809145
40393,FRAUD - OTHER,2016,38.87752175,-77.11355426
40394,DRUNKENNESS,2016,38.88061864,-77.11123089
40395,SIMPLE ASSAULT NON FAMILY,2016,38.88966529,-77.09405909
40396,SUSPICIOUS PERSON,2016,38.86795676,-77.09833355
40397,MARIJUANA-POSSESSING,2016,38.84390661,-77.05382189
40398,MISCELLANEOUS OFFICER-OTHER,2016,38.88147866,-77.1059946
40399,MARIJUANA-POSSESSING,2016,38.85873004,-77.11816211
40400,MISC PUBLIC ORDER CRIMES,2016,38.86273305,-77.08775189
40401,MISCELLANEOUS OFFICER-OTHER,2016,38.88726233,-77.15456856
40402,MISCELLANEOUS PUBLIC-OTHER,2016,38.86768015,-77.04796402
40403,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.85455314,-77.10552921
40404,FAMILY DISTURBANCE (DOMESTICS),2016,38.87701989,-77.1167615
40405,MISCELLANEOUS OFFICER-OTHER,2016,38.88466595,-77.10895278
40406,FOUND PROPERTY,2016,38.88205691,-77.10162475
40407,MISC PUBLIC ORDER CRIMES,2016,38.86596539,-77.06330168
40408,MISCELLANEOUS OFFICER-OTHER,2016,38.8623666,-77.06171233
40409,LARCENY-FROM BUILDING,2016,38.86465488,-77.05874029
40410,FRAUD CONFIDENCE GAME,2016,38.86112266,-77.05757242
40411,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89499632,-77.13229102
40412,FRAUD ILLEGAL USE OF CREDIT CARDS,2016,38.8626959,-77.05975917
40413,MISCELLANEOUS OFFICER-OTHER,2016,38.84855181,-77.07850662
40414,RAPE-STRONG ARM,2016,38.88413533,-77.10505375
40415,LARC SHOPLIFTING,2016,38.86569439,-77.06114427
40416,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89486208,-77.08786217
40417,MISCELLANEOUS OFFICER-OTHER,2016,38.90104996,-77.11134904
40418,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86556388,-77.05523538
40419,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88250951,-77.15370668
40420,MENTAL CASES,2016,38.88994459,-77.12623044
40421,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86419492,-77.11023048
40422,DRUNKENNESS,2016,38.88918268,-77.08879954
40423,LARC SHOPLIFTING,2016,38.86519893,-77.0616745
40424,WARRANT SERVICE,2016,38.90771718,-77.13628132
40425,LARC SHOPLIFTING,2016,38.87795788,-77.11010079
40426,DISORDERLY CONDUCT,2016,38.88332744,-77.10843205
40427,PARKING VIOLATION,2016,38.88038710000001,-77.11383823
40428,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.85826504,-77.05218292
40429,MISCELLANEOUS OFFICER-OTHER,2016,38.86363792,-77.06968668
40430,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.86791643,-77.12013644
40431,MARIJUANA-SELLING,2016,38.89124476,-77.08257824
40432,PARKING VIOLATION,2016,38.88595508,-77.08438813
40433,MISCELLANEOUS OFFICER-OTHER,2016,38.89824444,-77.09276339
40434,LARCENY-FROM AUTO,2016,38.84193088,-77.08817848
40435,MISCELLANEOUS OFFICER-OTHER,2016,38.8980299,-77.07184451
40436,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.85644007,-77.04920906
40437,FRAUD SWINDLE,2016,38.87874191,-77.10413449
40438,MISCELLANEOUS OFFICER-OTHER,2016,38.87489386,-77.10811796
40439,SUICIDE ATTEMPTS DRUGS,2016,38.89827854,-77.15663035
40440,LARC PARTS FROM VEHICLE,2016,38.85992113,-77.07639781
40441,MENTAL CASES,2016,38.88536612,-77.08727561
40442,DISORDERLY CONDUCT,2016,38.88855467,-77.10796742
40443,MISCELLANEOUS OFFICER-OTHER,2016,38.88540116,-77.09290416
40444,LARC SHOPLIFTING,2016,38.85480808,-77.10934301
40445,MISCELLANEOUS OFFICER-OTHER,2016,38.89140447,-77.15552165
40446,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.85837304,-77.10395792
40447,LARC SHOPLIFTING,2016,38.86354114,-77.0621169
40448,PARKING VIOLATION,2016,38.88906895,-77.07728172
40449,SIMPLE ASSAULT NON FAMILY,2016,38.87276746,-77.10591128
40450,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89040525,-77.09615559
40451,TRESPASSING,2016,38.86140274,-77.05940669
40452,PARKING VIOLATION,2016,38.85904485,-77.09502319
40453,PARKING VIOLATION,2016,38.880018299999996,-77.11661181
40454,MISCELLANEOUS OFFICER-OTHER,2016,38.88304841,-77.11507578
40455,MISCELLANEOUS OFFICER-OTHER,2016,38.89053819,-77.0849395
40456,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86414437,-77.0558129
40457,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.91096245,-77.13544158
40458,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86581172,-77.050221
40459,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88665063,-77.10160395
40460,ROBB RESIDENCE ARMED W/GUN,2016,38.88147211,-77.09884904
40461,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.882862,-77.09841261
40462,MISCELLANEOUS OFFICER-OTHER,2016,38.88803557,-77.11009136
40463,ROB CHAIN STORE-STRONG ARM,2016,38.87907972,-77.08900921
40464,MISCELLANEOUS OFFICER-OTHER,2016,38.89416589,-77.06954437
40465,SIMPLE ASSAULT FAMILY,2016,38.8533989,-77.12144716
40466,MISCELLANEOUS OFFICER-OTHER,2016,38.91664958,-77.14113204
40467,ASSAULT - OTHER,2016,38.88933391,-77.08171297
40468,MISCELLANEOUS PUBLIC-OTHER,2016,38.84689132,-77.05698403
40469,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.87960152,-77.11879134
40470,DRUNKENNESS,2016,38.87121916,-77.10675041
40471,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.88702412,-77.11790759
40472,MENTAL CASES,2016,38.87401574,-77.10921094
40473,MARIJUANA-POSSESSING,2016,38.88401017,-77.11710313
40474,MISCELLANEOUS OFFICER-OTHER,2016,38.88513207,-77.15777007
40475,SUSPICIOUS PERSON,2016,38.86413077,-77.05830416
40476,LARCENY - OTHER,2016,38.86243682,-77.05922530000001
40477,MISCELLANEOUS OFFICER-OTHER,2016,38.90051146,-77.11350838
40478,PARKING VIOLATION,2016,38.88163268,-77.10797719
40479,SIMPLE ASSAULT NON FAMILY,2016,38.89475529,-77.07237287
40480,INTIMIDATION,2016,38.89025784,-77.08360951
40481,MARIJUANA-POSSESSING,2016,38.86508364,-77.05079739
40482,LARC SHOPLIFTING,2016,38.86283807,-77.05809439
40483,LARC SHOPLIFTING,2016,38.86527595,-77.05850715
40484,MISCELLANEOUS OFFICER-OTHER,2016,38.88680577,-77.11988399
40485,MISCELLANEOUS PUBLIC-OTHER,2016,38.84828263,-77.11377153
40486,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.87202872,-77.12813557
40487,OBST RESISTING OFFICER,2016,38.87473455,-77.12807392
40488,MISCELLANEOUS OFFICER-OTHER,2016,38.84600346,-77.07757962
40489,MISCELLANEOUS OFFICER-OTHER,2016,38.89123089,-77.08324313
40490,POSSESS COUNTERFEITED OBJECT,2016,38.89360319,-77.07060316
40491,MISCELLANEOUS OFFICER-OTHER,2016,38.88315931,-77.15347461
40492,FAMILY DISTURBANCE (DOMESTICS),2016,38.86468085,-77.05918374
40493,LARCENY-FROM BUILDING,2016,38.90123581,-77.11324913
40494,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85804192,-77.10332929
40495,DEATHS AND BODIES FOUND OTHER,2016,38.88461195,-77.10447303
40496,PARKING VIOLATION,2016,38.89645573,-77.09185126
40497,SUICIDE ATTEMPTS CUTTING,2016,38.88154128,-77.08614854
40498,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88077629,-77.09116482
40499,SIMPLE ASSAULT FAMILY,2016,38.88713122,-77.08655841
40500,MISCELLANEOUS OFFICER-OTHER,2016,38.86189959,-77.05208324
40501,TRESPASSING,2016,38.88317869,-77.10008992
40502,MISCELLANEOUS OFFICER-OTHER,2016,38.86213188,-77.05935319
40503,LARCENY - OTHER,2016,38.85360482,-77.05337443
40504,FAMILY DISTURBANCE (DOMESTICS),2016,38.86100157,-77.09589174
40505,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88080987,-77.11472639
40506,MENTAL CASES,2016,38.87151226,-77.12864135
40507,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.86682705,-77.06035706
40508,MENTAL CASES,2016,38.89761941,-77.08943496
40509,MISCELLANEOUS OFFICER-OTHER,2016,38.89031982,-77.1066416
40510,SIMPLE ASSAULT NON FAMILY,2016,38.85314459,-77.11851795
40511,FAMILY DISTURBANCE (DOMESTICS),2016,38.8630891,-77.09286886
40512,MISCELLANEOUS OFFICER-OTHER,2016,38.85411286,-77.05092307
40513,MISCELLANEOUS OFFICER-OTHER,2016,38.89151973,-77.08533612
40514,NARCOTICS HEROIN-SELLING,2016,38.87493511,-77.10662004
40515,MARIJUANA-POSSESSING,2016,38.89080788,-77.08255662
40516,FOUND PROPERTY,2016,38.86119177,-77.08202818
40517,LARC SHOPLIFTING,2016,38.86235524,-77.06245221
40518,MISCELLANEOUS OFFICER-OTHER,2016,38.89426387,-77.0987366
40519,SEX OFFENSE AGAINST CHILD-FONDLING,2016,38.85233488,-77.08648534
40520,LARCENY-FROM BUILDING,2016,38.89115966,-77.1093521
40521,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86695936,-77.11179628
40522,DRUNKENNESS,2016,38.89825168,-77.07291457
40523,PARKING VIOLATION,2016,38.8502717,-77.05545512
40524,TRESPASSING,2016,38.878336,-77.11246854
40525,MISCELLANEOUS OFFICER-OTHER,2016,38.8864198,-77.11735232
40526,DRUNKENNESS,2016,38.86477834,-77.1294238
40527,PARKING VIOLATION,2016,38.89420099,-77.0844187
40528,ROB CHAIN STORE-STRONG ARM,2016,38.866442299999996,-77.12921625
40529,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.87426705,-77.08902654
40530,FND VEHICLES-ABANDONED/RECOVERED,2016,38.86637648,-77.09064842
40531,LARC SHOPLIFTING,2016,38.86239477,-77.05923981
40532,AGG ASSAULT FAMILY OTH DANGER WEAP,2016,38.89627704,-77.09071999
40533,LARC SHOPLIFTING,2016,38.89372259,-77.08261843
40534,PARKING VIOLATION,2016,38.87289833,-77.10485146
40535,FRAUD SWINDLE,2016,38.89475779,-77.1686395
40536,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.85329053,-77.08731421
40537,MISCELLANEOUS OFFICER-OTHER,2016,38.89240974,-77.07343471
40538,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.86282847,-77.07846627
40539,MISCELLANEOUS OFFICER-OTHER,2016,38.90009074,-77.11778543
40540,SIMPLE ASSAULT NON FAMILY,2016,38.85239852,-77.05400421
40541,MISCELLANEOUS OFFICER-OTHER,2016,38.88857932,-77.13001487
40542,FOUND PROPERTY,2016,38.86440611,-77.06011887
40543,MISCELLANEOUS OFFICER-OTHER,2016,38.87967821,-77.1098657
40544,LARC SHOPLIFTING,2016,38.86341244,-77.05867429
40545,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.91184933,-77.11681121
40546,PARKING VIOLATION,2016,38.84951308,-77.05916503
40547,TRAFFIC SIGN/LIGHT PROBLEM,2016,38.89760448,-77.09972022
40548,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.8608455,-77.06378693
40549,MOTOR VEH THEFT-OUTSIDE JURSIDICT,2016,38.84042225,-77.09003551
40550,MENTAL CASES,2016,38.85815452,-77.09018192
40551,LARCENY-FROM BUILDING,2016,38.87949848,-77.11029661
40552,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88096226,-77.10870621
40553,MENTAL CASES,2016,38.87640601,-77.10558788
40554,MISCELLANEOUS OFFICER-OTHER,2016,38.85096973,-77.08840551
40555,LARCENY - OTHER,2016,38.91044811,-77.15157828
40556,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85423738,-77.05548966
40557,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88069138,-77.14720228
40558,TRAFFIC PROBLEM-OTHER,2016,38.89034018,-77.08089647
40559,TRESPASSING,2016,38.88163635,-77.08322829999999
40560,MOTOR VEH THEFT-OUTSIDE JURSIDICT,2016,38.86348116,-77.08674435
40561,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.852348600000006,-77.08537854
40562,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.90363144,-77.12618691
40563,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86495616,-77.1304192
40564,MISC PUBLIC ORDER CRIMES,2016,38.83669574,-77.09406359
40565,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.86369514,-77.05805557
40566,LIQUOR POSSESSING,2016,38.89998374,-77.1290493
40567,FOUND PROPERTY,2016,38.88318898,-77.10815895
40568,MISCELLANEOUS OFFICER-OTHER,2016,38.89590159,-77.12416201
40569,DRUNKENNESS,2016,38.883095399999995,-77.10314034
40570,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.8794748,-77.09190925
40571,MENTAL CASES,2016,38.88792476,-77.08158886
40572,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88312008,-77.09877077
40573,DANGEROUS DRUGS - OTHER,2016,38.89760274,-77.10142376
40574,MISCELLANEOUS OFFICER-OTHER,2016,38.85655953,-77.05170456
40575,MISCELLANEOUS OFFICER-OTHER,2016,38.88049312,-77.10723932
40576,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88417615,-77.13860983
40577,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.88565688,-77.06577767
40578,MISCELLANEOUS OFFICER-OTHER,2016,38.88488825,-77.06278847
40579,FAMILY DISTURBANCE (DOMESTICS),2016,38.85523077,-77.05020858
40580,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87516712,-77.08620034
40581,MISCELLANEOUS PUBLIC-OTHER,2016,38.88211944,-77.1584278
40582,SYNTHETIC NARCOTICS-POSSESSING,2016,38.88509028,-77.06463448
40583,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86380513,-77.09531337
40584,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88657053,-77.15828908
40585,TRESPASSING,2016,38.88977416,-77.09259279999999
40586,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.8589225,-77.05518928
40587,MOTOR VEH THEFT-AUTOS,2016,38.89641476,-77.07192935
40588,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87164711,-77.11261606
40589,FOUND PROPERTY,2016,38.89175765,-77.09300089
40590,PARKING VIOLATION,2016,38.8604093,-77.06638883
40591,PARKING VIOLATION,2016,38.86121733,-77.06587406
40592,PARKING VIOLATION,2016,38.86146101,-77.06631886
40593,AGG ASLT-NON FAMILY HANDS FIST FT,2016,38.8864251,-77.08445516
40594,PUBLIC PEACE - OTHER,2016,38.89411267,-77.07256555
40595,MENTAL CASES,2016,38.8875882,-77.12841524
40596,AGG ASLT-FAMILY HANDS FISTS FEET,2016,38.84497849,-77.06857618
40597,DRUNKENNESS,2016,38.90729208,-77.12967074
40598,DEATHS NATURAL CAUSES,2016,38.86882558,-77.07861157
40599,DISORDERLY CONDUCT,2016,38.8899773,-77.09088463
40600,WEAPONS - OTHER,2016,38.87817681,-77.08702373
40601,MISCELLANEOUS OFFICER-OTHER,2016,38.86342856,-77.08760039
40602,MOTOR VEH THEFT-AUTOS,2016,38.88095791,-77.10783569
40603,SIMPLE ASSAULT FAMILY,2016,38.8905913,-77.08387211
40604,DRIVING UNDER SUSP OR REVOCATION,2016,38.84612971,-77.07695947
40605,MISCELLANEOUS PUBLIC-OTHER,2016,38.89622822,-77.08686324
40606,RECKLESS DRIVING/ELUDING,2016,38.87334987,-77.10408632
40607,WARRANT SERVICE,2016,38.86172527,-77.08652692
40608,MENTAL CASES,2016,38.88915929,-77.12561362
40609,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87321298,-77.08386474
40610,SIMPLE ASSAULT FAMILY,2016,38.87370491,-77.11014699
40611,LARC SHOPLIFTING,2016,38.88029008,-77.11305601
40612,MOTOR VEH THEFT-AUTOS,2016,38.85869115,-77.05241714
40613,BURG NONRES-FORCED-NIGHT,2016,38.90088821,-77.15700722
40614,MARIJUANA-POSSESSING,2016,38.83784857,-77.09084974
40615,LARC PARTS FROM VEHICLE,2016,38.86049992,-77.05274703
40616,MISCELLANEOUS OFFICER-OTHER,2016,38.88023845,-77.10516093
40617,FOUND PROPERTY,2016,38.85554261,-77.04910495
40618,NARCOTICS COCAINE-POSSESSING,2016,38.885627,-77.11925907
40619,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85676393,-77.11328499
40620,ASSAULT - OTHER,2016,38.85953094,-77.09617972
40621,PASS COUNTERFEITED,2016,38.86335667,-77.05720697
40622,LARC SHOPLIFTING,2016,38.86460764,-77.08651371
40623,SIMPLE ASSAULT NON FAMILY,2016,38.85832006,-77.11346521
40624,SIMPLE ASSAULT FAMILY,2016,38.89514197,-77.13713887
40625,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89551108,-77.10675397
40626,FRAUD - OTHER,2016,38.84330028,-77.10879352
40627,MISCELLANEOUS OFFICER-OTHER,2016,38.88403287,-77.09850039
40628,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86431484,-77.05540165
40629,MISCELLANEOUS OFFICER-OTHER,2016,38.89037916,-77.0784238
40630,FAMILY DISTURBANCE (DOMESTICS),2016,38.86087749,-77.11638336
40631,SIMPLE ASSAULT NON FAMILY,2016,38.84916551,-77.04976852
40632,SIMPLE ASSAULT FAMILY,2016,38.89649466,-77.12265449
40633,TRESPASSING,2016,38.88125613,-77.10252075
40634,PARKING VIOLATION,2016,38.88886719,-77.08618746
40635,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85521362,-77.09430157
40636,FLIGHT TO AVOID FEDERAL VIOLATION,2016,38.89334891,-77.07460449
40637,TRESPASSING,2016,38.88067719,-77.08944452
40638,DRUNKENNESS,2016,38.88440282,-77.09467979
40639,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.88486198,-77.09407199
40640,MARIJUANA-POSSESSING,2016,38.88571609,-77.09650753
40641,FOUND PROPERTY,2016,38.89088146,-77.08517518
40642,MISCELLANEOUS OFFICER-OTHER,2016,38.84977839,-77.05373648
40643,PARKING VIOLATION,2016,38.87860045,-77.09907244
40644,MARIJUANA-POSSESSING,2016,38.88740329,-77.09236275
40645,MISCELLANEOUS OFFICER-OTHER,2016,38.88403881,-77.1098185
40646,MISCELLANEOUS OFFICER-OTHER,2016,38.85798647,-77.07143261
40647,MISCELLANEOUS OFFICER-OTHER,2016,38.84210854,-77.10971444
40648,DRUNKENNESS,2016,38.88562447,-77.09282409999999
40649,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.85802983,-77.11546393
40650,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.84568116,-77.10109739
40651,MISCELLANEOUS OFFICER-OTHER,2016,38.88060716,-77.10289553
40652,MISCELLANEOUS OFFICER-OTHER,2016,38.88277041,-77.097948
40653,MISCELLANEOUS OFFICER-OTHER,2016,38.87060799,-77.04704062
40654,MISCELLANEOUS OFFICER-OTHER,2016,38.88284713,-77.11472576
40655,MISCELLANEOUS OFFICER-OTHER,2016,38.87206117,-77.10635341
40656,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.85983979,-77.11794253
40657,FRAUD - OTHER,2016,38.86256964,-77.05710087
40658,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.85780951,-77.12193924
40659,FLIGHT TO AVOID FEDERAL VIOLATION,2016,38.84551543,-77.07826607
40660,MISCELLANEOUS OFFICER-OTHER,2016,38.85368743,-77.08776452
40661,LARC SHOPLIFTING,2016,38.86368519,-77.05909975
40662,FLIGHT TO AVOID FEDERAL VIOLATION,2016,38.86022973,-77.06034611
40663,HIT & RUN,2016,38.85713237,-77.11183055
40664,MISCELLANEOUS OFFICER-OTHER,2016,38.87332236,-77.0592633
40665,DISORDERLY CONDUCT,2016,38.86396658,-77.08916894
40666,LARC SHOPLIFTING,2016,38.86449945,-77.05875509
40667,EMBEZZLEMENT BUSINESS PROPERTY,2016,38.8820077,-77.11777419
40668,FRAUD ILLEGAL USE OF CREDIT CARDS,2016,38.861079,-77.06236794
40669,MISCELLANEOUS OFFICER-OTHER,2016,38.86568786,-77.07400279999999
40670,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87152774,-77.06431434
40671,LARCENY - OTHER,2016,38.8628578,-77.06223919
40672,LARC SHOPLIFTING,2016,38.87990778,-77.11272613
40673,MISCELLANEOUS OFFICER-OTHER,2016,38.90552551,-77.10521198
40674,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84500172,-77.09293179
40675,ROB CHAIN STORE-STRONG ARM,2016,38.85128334,-77.05225459
40676,LARC SHOPLIFTING,2016,38.86222795,-77.06206668
40677,NARCOTICS COCAINE-SELLING,2016,38.8908811,-77.08518204
40678,LARCENY - OTHER,2016,38.863510600000005,-77.09436623
40679,MISCELLANEOUS OFFICER-OTHER,2016,38.84760636,-77.08301533
40680,MISCELLANEOUS OFFICER-OTHER,2016,38.86415235,-77.06980967
40681,MISCELLANEOUS OFFICER-OTHER,2016,38.85182447,-77.10231888
40682,LARC SHOPLIFTING,2016,38.86528703,-77.06195386
40683,NARCOTICS COCAINE-SELLING,2016,38.89105969,-77.08250607
40684,LARC SHOPLIFTING,2016,38.86448927,-77.05981046
40685,MENTAL CASES,2016,38.88479869,-77.10817408
40686,LARC SHOPLIFTING,2016,38.86248331,-77.05964759
40687,MISCELLANEOUS PUBLIC-OTHER,2016,38.90207528,-77.14121975
40688,PUBLIC PEACE - OTHER,2016,38.87817096,-77.10620179
40689,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89597819,-77.07497313
40690,PARKING VIOLATION,2016,38.86985125,-77.07410719
40691,LARCENY-FROM BUILDING,2016,38.85983744,-77.05867792
40692,LARC SHOPLIFTING,2016,38.86523437,-77.06237035
40693,LARC SHOPLIFTING,2016,38.86250608,-77.05923008
40694,MISCELLANEOUS PUBLIC-OTHER,2016,38.87815102,-77.11088588
40695,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.90018362,-77.12652759
40696,SUSPICIOUS OTHER,2016,38.84780481,-77.09623978
40697,TRESPASSING,2016,38.8573486,-77.05047705
40698,MISCELLANEOUS OFFICER-OTHER,2016,38.89015234,-77.08956752
40699,PARKING VIOLATION,2016,38.89518535,-77.07498061
40700,PARKING VIOLATION,2016,38.89471144,-77.07429202
40701,PARKING VIOLATION,2016,38.89528920000001,-77.07758878
40702,MARIJUANA-POSSESSING,2016,38.87966285,-77.10215611
40703,DRUNKENNESS,2016,38.85421021,-77.04814085
40704,MISCELLANEOUS OFFICER-OTHER,2016,38.86519294,-77.05006055
40705,MISCELLANEOUS OFFICER-OTHER,2016,38.87131789,-77.04776306
40706,AGG ASLT-NON FAMILY HANDS FIST FT,2016,38.85388889,-77.11709346
40707,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86096118,-77.08715959999999
40708,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88106799,-77.09056487
40709,MENTAL CASES,2016,38.88100913,-77.09125544
40710,MISCELLANEOUS OFFICER-OTHER,2016,38.87869211,-77.11314826
40711,MARIJUANA-POSSESSING,2016,38.83636402,-77.09548669
40712,MISCELLANEOUS OFFICER-OTHER,2016,38.86029559,-77.09317037
40713,DRUNKENNESS,2016,38.88343334,-77.10899513
40714,MISCELLANEOUS OFFICER-OTHER,2016,38.88502622,-77.15513906
40715,MISCELLANEOUS OFFICER-OTHER,2016,38.862446999999996,-77.05443234
40716,MARIJUANA-POSSESSING,2016,38.85504056,-77.11416059999999
40717,MISCELLANEOUS OFFICER-OTHER,2016,38.88334716,-77.10858283
40718,DANGEROUS DRUGS - OTHER,2016,38.88978973,-77.09424844
40719,MISCELLANEOUS OFFICER-OTHER,2016,38.83669126,-77.095456
40720,WARRANT SERVICE,2016,38.87301606,-77.10631455
40721,SIMPLE ASSAULT NON FAMILY,2016,38.85793195,-77.11484333
40722,MISCELLANEOUS OFFICER-OTHER,2016,38.83445977,-77.09251898
40723,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85503395,-77.11054338
40724,AGG ASLT-NON FAMILY HANDS FIST FT,2016,38.886639200000005,-77.10897484
40725,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.88723955,-77.11634689
40726,MISCELLANEOUS OFFICER-OTHER,2016,38.84362542,-77.07605894
40727,MENTAL CASES,2016,38.88817659,-77.12826618
40728,OBSTRUCTING COURT ORDER,2016,38.89055004,-77.0853733
40729,TRAFFIC PROBLEM-OTHER,2016,38.84453158,-77.06582512
40730,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86643103,-77.05786595
40731,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87499684,-77.11566043
40732,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89650508,-77.10672668
40733,MISCELLANEOUS OFFICER-OTHER,2016,38.86149535,-77.0546088
40734,MISCELLANEOUS OFFICER-OTHER,2016,38.86059478,-77.09037615
40735,PARKING VIOLATION,2016,38.86226104,-77.07025553
40736,HARASSING COMMUNICATION,2016,38.8879618,-77.12150955
40737,FRAUD - OTHER,2016,38.88585221,-77.09083811
40738,OBSCENE MATERIAL-MAILING,2016,38.89863099,-77.08742426
40739,MARIJUANA-POSSESSING,2016,38.85475819,-77.05425996
40740,MISCELLANEOUS OFFICER-OTHER,2016,38.86666712,-77.06700059
40741,MISCELLANEOUS OFFICER-OTHER,2016,38.88037142,-77.09108512
40742,FRAUD - OTHER,2016,38.85731036,-77.05243929999999
40743,INTIMIDATION,2016,38.88630267,-77.11266243
40744,SIMPLE ASSAULT NON FAMILY,2016,38.90508415,-77.12809843
40745,MENTAL CASES,2016,38.86856209,-77.08296151
40746,FRAUD CONFIDENCE GAME,2016,38.85088793,-77.09953536
40747,MISCELLANEOUS OFFICER-OTHER,2016,38.88003931,-77.11312265
40748,MISCELLANEOUS OFFICER-OTHER,2016,38.88281863,-77.102337
40749,LARCENY-FROM BUILDING,2016,38.86097613,-77.0654843
40750,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.89995220000001,-77.06888736
40751,FOUND PROPERTY,2016,38.8538814,-77.1059918
40752,TRAFFIC PROBLEM-OTHER,2016,38.86015503,-77.08675289
40753,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.8666575,-77.07548725
40754,WARRANT SERVICE,2016,38.86947576,-77.11286607
40755,MISCELLANEOUS OFFICER-OTHER,2016,38.87932731,-77.1143839
40756,DISORDERLY CONDUCT,2016,38.86283086,-77.0615565
40757,MISCELLANEOUS OFFICER-OTHER,2016,38.8791618,-77.11574371
40758,WARRANT SERVICE,2016,38.85458362,-77.11231465
